5,7,35,1.400,.400,.657,2.33,14,23,6,1
6,7,42,1.167,.429,.881,3.60,18,37,5,1
6,18,108,3.000,.287,.741,4.43,31,80,7,1
5,7,35,1.400,.371,.743,4.33,13,26,3,1
6,4,24,.667,.417,.708,2.50,10,17,4,1
5,7,35,1.400,.486,.914,8.50,17,32,2,1
5,2,10,.400,.800,1.00,8.00,8,10,1,1
5,5,25,1.000,.400,.560,5.00,10,14,2,1
4,6,24,1.500,.417,.500,10.00,10,12,1,1
4,6,24,1.500,.458,.792,5.50,11,19,2,1
7,16,112,2.286,.321,.643,2.57,36,72,14,1
7,103,721,14.714,.295,.691,1.76,213,498,121,1
11,8,88,.727,.602,1.00,5.89,53,88,9,1
3,113,339,37.667,.410,.472,13.90,139,160,10,2
3,59,177,19.667,.475,.475,84.00,84,84,1,2
9,21,189,2.333,.429,.772,3.00,81,146,27,1
9,37,333,4.111,.532,.913,3.22,177,304,55,1
10,98,980,9.800,.379,.835,2.22,371,818,167,1
9,50,450,5.556,.496,.958,2.69,223,431,83,1
2,18,36,9.000,.806,.833,29.00,29,30,1,2
9,51,459,5.667,.296,.786,2.34,136,361,58,1
9,80,720,8.889,.333,.878,2.02,240,632,119,1
8,95,760,11.875,.303,.937,1.77,230,712,130,1
10,12,120,1.200,.367,1.00,1.69,44,120,26,1
10,53,530,5.300,.294,.819,1.79,156,434,87,1
9,12,108,1.333,.454,1.00,1.69,49,108,29,1
9,64,576,7.111,.299,.970,1.81,172,559,95,1
12,12,144,1.000,.306,.979,1.69,44,141,26,1
12,56,672,4.667,.256,.827,2.02,172,556,85,1
9,84,756,9.333,.222,.937,1.81,168,708,93,1
9,54,486,6.000,.292,.957,1.48,142,465,96,1
9,41,369,4.556,.298,.775,1.90,110,286,58,1
10,83,830,8.300,.266,.827,2.10,221,686,105,1
12,7,84,.583,.214,.583,3.60,18,49,5,1
10,63,630,6.300,.233,.705,1.69,147,444,87,1
3,116,348,38.667,.385,.494,33.50,134,172,4,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
1,44,44,44.000,.250,1.00,2.20,11,44,5,2
2,20,40,10.000,.725,.875,29.00,29,35,1,2
2,20,40,10.000,.775,.850,31.00,31,34,1,2
13,10,130,.769,.300,.808,6.50,39,105,6,1
9,5,45,.556,.378,.933,2.83,17,42,6,1
8,3,24,.375,.417,.417,10.00,10,10,1,1
2,48,96,24.000,.625,.677,30.00,60,65,2,2
11,65,715,5.909,.390,.877,2.61,279,627,107,1
9,21,189,2.333,.291,.762,1.57,55,144,35,1
8,8,64,1.000,.234,.328,5.00,15,21,3,1
11,101,1111,9.182,.398,.888,2.76,442,987,160,1
10,126,1260,12.600,.425,.862,2.68,536,1086,200,1
9,13,117,1.444,.239,.462,4.67,28,54,6,1
9,75,675,8.333,.256,.606,2.19,173,409,79,1
