5,7,35,1.400,.400,.657,2.33,14,23,6,1
5,7,35,1.400,.371,.743,4.33,13,26,3,1
6,3,18,.500,.500,.944,2.25,9,17,4,1
5,8,40,1.600,.550,1.00,2.44,22,40,9,1
5,6,30,1.200,.333,.333,10.00,10,10,1,1
5,5,25,1.000,.400,.520,10.00,10,13,1,1
5,7,35,1.400,.486,.914,8.50,17,32,2,1
5,3,15,.600,.533,.733,8.00,8,11,1,1
5,7,35,1.400,.429,.857,5.00,15,30,3,1
6,7,42,1.167,.405,.881,4.25,17,37,4,1
5,8,40,1.600,.375,.475,15.00,15,19,1,1
6,7,42,1.167,.405,.952,4.25,17,40,4,1
5,19,95,3.800,.232,.400,5.50,22,38,4,1
5,7,35,1.400,.429,.886,2.50,15,31,6,1
5,4,20,.800,.500,.800,10.00,10,16,1,1
7,16,112,2.286,.321,.643,2.57,36,72,14,1
7,103,721,14.714,.295,.691,1.76,213,498,121,1
11,9,99,.818,.343,.626,3.40,34,62,10,1
11,8,88,.727,.409,.477,36.00,36,42,1,1
11,35,385,3.182,.382,.657,6.13,147,253,24,1
3,113,339,37.667,.410,.472,13.90,139,160,10,2
2,101,202,50.500,.540,.743,10.90,109,150,10,2
10,98,980,9.800,.379,.835,2.22,371,818,167,1
4,194,776,48.500,.263,.273,34.00,204,212,6,2
2,18,36,9.000,.667,.694,24.00,24,25,1,2
2,22,44,11.000,.705,.864,15.50,31,38,2,2
9,90,810,10.000,.260,.786,2.18,211,637,97,1
9,12,108,1.333,.444,.981,1.71,48,106,28,1
9,51,459,5.667,.296,.786,2.34,136,361,58,1
9,80,720,8.889,.333,.878,2.02,240,632,119,1
10,12,120,1.200,.367,1.00,1.69,44,120,26,1
10,53,530,5.300,.294,.819,1.79,156,434,87,1
9,92,828,10.222,.292,.843,2.05,242,698,118,1
11,102,1122,9.273,.223,.768,1.53,250,862,163,1
9,84,756,9.333,.222,.937,1.81,168,708,93,1
10,4,40,.400,.375,.400,15.00,15,16,1,1
12,11,132,.917,.371,1.00,1.63,49,132,30,1
9,76,684,8.444,.307,.882,1.84,210,603,114,1
12,44,528,3.667,.294,.742,2.31,155,392,67,1
10,63,630,6.300,.233,.705,1.69,147,444,87,1
3,116,348,38.667,.385,.494,33.50,134,172,4,2
1,10,10,10.000,1.00,1.00,10.00,10,10,1,2
1,13,13,13.000,1.00,1.00,13.00,13,13,1,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
1,44,44,44.000,.250,1.00,2.20,11,44,5,2
2,20,40,10.000,.775,.850,31.00,31,34,1,2
11,86,946,7.818,.413,.853,3.10,391,807,126,1
9,5,45,.556,.378,.933,2.83,17,42,6,1
98,3,294,.031,.480,.486,141.00,141,143,1,4
2,48,96,24.000,.625,.677,30.00,60,65,2,2
11,65,715,5.909,.390,.877,2.61,279,627,107,1
9,21,189,2.333,.291,.762,1.57,55,144,35,1
10,100,1000,10.000,.436,.910,2.53,436,910,172,1
11,119,1309,10.818,.261,.798,1.88,341,1045,181,1
11,119,1309,10.818,.236,.747,1.75,309,978,177,1
10,44,440,4.400,.393,.852,3.15,173,375,55,1
8,48,384,6.000,.302,.914,1.76,116,351,66,1
9,44,396,4.889,.460,.937,2.84,182,371,64,1
9,47,423,5.222,.274,.747,2.42,116,316,48,1
9,40,360,4.444,.319,.919,2.35,115,331,49,1
3,132,396,44.000,.505,.558,20.00,200,221,10,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
11,77,847,7.000,.345,.874,2.43,292,740,120,1
14,185,2590,13.214,.254,.651,2.27,657,1687,289,1
2,116,232,58.000,.616,.802,17.88,143,186,8,2
