5,7,35,1.400,.400,.657,2.33,14,23,6,1
6,3,18,.500,.500,.944,2.25,9,17,4,1
5,8,40,1.600,.550,1.00,2.44,22,40,9,1
5,5,25,1.000,.400,.520,10.00,10,13,1,1
5,2,10,.400,.800,1.00,8.00,8,10,1,1
6,7,42,1.167,.405,.952,4.25,17,40,4,1
5,19,95,3.800,.232,.400,5.50,22,38,4,1
4,6,24,1.500,.458,.792,5.50,11,19,2,1
6,7,42,1.167,.357,.548,7.50,15,23,2,1
7,16,112,2.286,.321,.643,2.57,36,72,14,1
11,8,88,.727,.580,1.00,5.10,51,88,10,1
11,8,88,.727,.602,1.00,5.89,53,88,9,1
11,35,385,3.182,.382,.657,6.13,147,253,24,1
3,113,339,37.667,.410,.472,13.90,139,160,10,2
3,59,177,19.667,.475,.475,84.00,84,84,1,2
9,21,189,2.333,.429,.772,3.00,81,146,27,1
9,37,333,4.111,.532,.913,3.22,177,304,55,1
10,98,980,9.800,.379,.835,2.22,371,818,167,1
9,50,450,5.556,.496,.958,2.69,223,431,83,1
2,18,36,9.000,.667,.694,24.00,24,25,1,2
2,18,36,9.000,.806,.833,29.00,29,30,1,2
2,22,44,11.000,.705,.864,15.50,31,38,2,2
10,66,660,6.600,.273,.661,1.94,180,436,93,1
9,22,198,2.444,.288,.818,2.48,57,162,23,1
9,34,306,3.778,.320,.886,1.56,98,271,63,1
8,95,760,11.875,.303,.937,1.77,230,712,130,1
11,99,1089,9.000,.230,.601,2.14,250,654,117,1
10,53,530,5.300,.294,.819,1.79,156,434,87,1
9,92,828,10.222,.292,.843,2.05,242,698,118,1
9,83,747,9.222,.284,.849,1.91,212,634,111,1
9,12,108,1.333,.454,1.00,1.69,49,108,29,1
12,12,144,1.000,.306,.979,1.69,44,141,26,1
9,84,756,9.333,.222,.937,1.81,168,708,93,1
9,41,369,4.556,.298,.775,1.90,110,286,58,1
10,83,830,8.300,.266,.827,2.10,221,686,105,1
10,4,40,.400,.375,.400,15.00,15,16,1,1
12,44,528,3.667,.261,.767,2.38,138,405,58,1
10,34,340,3.400,.297,.885,1.71,101,301,59,1
9,76,684,8.444,.307,.882,1.84,210,603,114,1
12,14,168,1.167,.357,.958,2.31,60,161,26,1
12,7,84,.583,.214,.583,3.60,18,49,5,1
12,44,528,3.667,.294,.742,2.31,155,392,67,1
9,32,288,3.556,.271,.594,2.23,78,171,35,1
1,10,10,10.000,1.00,1.00,10.00,10,10,1,2
1,13,13,13.000,1.00,1.00,13.00,13,13,1,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
1,44,44,44.000,.250,1.00,2.20,11,44,5,2
2,20,40,10.000,.775,.850,31.00,31,34,1,2
13,10,130,.769,.300,.808,6.50,39,105,6,1
11,86,946,7.818,.413,.853,3.10,391,807,126,1
8,3,24,.375,.417,.417,10.00,10,10,1,1
98,3,294,.031,.480,.486,141.00,141,143,1,4
2,48,96,24.000,.625,.677,30.00,60,65,2,2
9,37,333,4.111,.526,.898,3.18,175,299,55,1
8,8,64,1.000,.234,.328,5.00,15,21,3,1
10,100,1000,10.000,.436,.910,2.53,436,910,172,1
9,85,765,9.444,.302,.812,1.82,231,621,127,1
11,119,1309,10.818,.261,.798,1.88,341,1045,181,1
10,126,1260,12.600,.425,.862,2.68,536,1086,200,1
9,13,117,1.444,.239,.462,4.67,28,54,6,1
9,47,423,5.222,.274,.747,2.42,116,316,48,1
9,40,360,4.444,.319,.919,2.35,115,331,49,1
3,132,396,44.000,.505,.558,20.00,200,221,10,2
1,17,17,17.000,.765,1.00,3.25,13,17,4,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
2,69,138,34.500,.623,.906,10.75,86,125,8,2
11,77,847,7.000,.345,.874,2.43,292,740,120,1
1,10,10,10.000,.900,1.00,9.00,9,10,1,2
14,185,2590,13.214,.254,.651,2.27,657,1687,289,1
10,152,1520,15.200,.297,.778,2.17,452,1182,208,1
2,116,232,58.000,.616,.802,17.88,143,186,8,2
9,123,1107,13.667,.362,.986,2.62,401,1091,153,1
2,17,34,8.500,.588,.971,6.67,20,33,3,2
10,131,1310,13.100,.415,.857,2.74,543,1123,198,1
6,27,162,4.500,.154,.481,2.78,25,78,9,1
7,15,105,2.143,.324,.762,3.09,34,80,11,1
2,17,34,8.500,.324,1.00,2.75,11,34,4,1
2,19,38,9.500,.237,1.00,1.80,9,38,5,1
11,8,88,.727,.443,.466,39.00,39,41,1,1
11,7,77,.636,.597,1.00,5.75,46,77,8,1
11,9,99,.818,.475,.636,15.67,47,63,3,1
8,20,160,2.500,.500,1.00,2.76,80,160,29,1
9,36,324,4.000,.540,.929,2.87,175,301,61,1
