5,7,35,1.400,.400,.657,2.33,14,23,6,1
6,7,42,1.167,.429,.881,3.60,18,37,5,1
5,7,35,1.400,.371,.743,4.33,13,26,3,1
6,3,18,.500,.500,.944,2.25,9,17,4,1
6,4,24,.667,.417,.708,2.50,10,17,4,1
5,5,25,1.000,.400,.520,10.00,10,13,1,1
5,7,35,1.400,.486,.914,8.50,17,32,2,1
5,2,10,.400,.800,1.00,8.00,8,10,1,1
5,7,35,1.400,.429,.857,5.00,15,30,3,1
6,7,42,1.167,.405,.881,4.25,17,37,4,1
5,8,40,1.600,.375,.475,15.00,15,19,1,1
6,7,42,1.167,.405,.952,4.25,17,40,4,1
5,5,25,1.000,.400,.560,5.00,10,14,2,1
4,6,24,1.500,.458,.792,5.50,11,19,2,1
4,18,72,4.500,.250,.528,2.57,18,38,7,1
5,7,35,1.400,.429,.886,2.50,15,31,6,1
5,4,20,.800,.500,.800,10.00,10,16,1,1
13,25,325,1.923,.351,.680,6.00,114,221,19,1
7,103,721,14.714,.295,.691,1.76,213,498,121,1
11,8,88,.727,.580,1.00,5.10,51,88,10,1
11,8,88,.727,.409,.477,36.00,36,42,1,1
3,113,339,37.667,.410,.472,13.90,139,160,10,2
3,59,177,19.667,.475,.475,84.00,84,84,1,2
9,37,333,4.111,.532,.913,3.22,177,304,55,1
2,22,44,11.000,.705,.864,15.50,31,38,2,2
10,66,660,6.600,.273,.661,1.94,180,436,93,1
9,22,198,2.444,.288,.818,2.48,57,162,23,1
9,12,108,1.333,.444,.981,1.71,48,106,28,1
9,51,459,5.667,.296,.786,2.34,136,361,58,1
10,12,120,1.200,.367,1.00,1.69,44,120,26,1
10,53,530,5.300,.294,.819,1.79,156,434,87,1
9,92,828,10.222,.292,.843,2.05,242,698,118,1
11,85,935,7.727,.257,.894,1.67,240,836,144,1
9,12,108,1.333,.454,1.00,1.69,49,108,29,1
11,102,1122,9.273,.223,.768,1.53,250,862,163,1
12,12,144,1.000,.306,.979,1.69,44,141,26,1
12,56,672,4.667,.256,.827,2.02,172,556,85,1
9,41,369,4.556,.298,.775,1.90,110,286,58,1
12,11,132,.917,.371,1.00,1.63,49,132,30,1
12,44,528,3.667,.261,.767,2.38,138,405,58,1
9,76,684,8.444,.307,.882,1.84,210,603,114,1
12,14,168,1.167,.357,.958,2.31,60,161,26,1
12,44,528,3.667,.294,.742,2.31,155,392,67,1
10,63,630,6.300,.233,.705,1.69,147,444,87,1
9,32,288,3.556,.271,.594,2.23,78,171,35,1
3,116,348,38.667,.385,.494,33.50,134,172,4,2
1,10,10,10.000,1.00,1.00,10.00,10,10,1,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
2,20,40,10.000,.775,.850,31.00,31,34,1,2
9,5,45,.556,.378,.933,2.83,17,42,6,1
8,3,24,.375,.417,.417,10.00,10,10,1,1
