6,18,108,3.000,.287,.741,4.43,31,80,7,1
5,8,40,1.600,.550,1.00,2.44,22,40,9,1
5,5,25,1.000,.400,.520,10.00,10,13,1,1
5,7,35,1.400,.486,.914,8.50,17,32,2,1
5,2,10,.400,.800,1.00,8.00,8,10,1,1
5,3,15,.600,.533,.733,8.00,8,11,1,1
5,7,35,1.400,.429,.857,5.00,15,30,3,1
6,7,42,1.167,.405,.881,4.25,17,37,4,1
6,7,42,1.167,.405,.952,4.25,17,40,4,1
5,5,25,1.000,.400,.560,5.00,10,14,2,1
4,6,24,1.500,.417,.500,10.00,10,12,1,1
4,18,72,4.500,.250,.528,2.57,18,38,7,1
6,7,42,1.167,.357,.548,7.50,15,23,2,1
13,25,325,1.923,.234,.286,10.86,76,93,7,1
7,103,721,14.714,.295,.691,1.76,213,498,121,1
11,9,99,.818,.343,.626,3.40,34,62,10,1
11,8,88,.727,.602,1.00,5.89,53,88,9,1
3,59,177,19.667,.475,.475,84.00,84,84,1,2
2,20,40,10.000,.675,.675,27.00,27,27,1,2
10,38,380,3.800,.426,.947,3.12,162,360,52,1
9,21,189,2.333,.429,.772,3.00,81,146,27,1
9,50,450,5.556,.496,.958,2.69,223,431,83,1
2,22,44,11.000,.750,.750,33.00,33,33,1,2
2,18,36,9.000,.806,.833,29.00,29,30,1,2
2,22,44,11.000,.705,.864,15.50,31,38,2,2
9,90,810,10.000,.260,.786,2.18,211,637,97,1
9,51,459,5.667,.296,.786,2.34,136,361,58,1
9,34,306,3.778,.320,.886,1.56,98,271,63,1
9,80,720,8.889,.333,.878,2.02,240,632,119,1
10,12,120,1.200,.367,1.00,1.69,44,120,26,1
9,92,828,10.222,.292,.843,2.05,242,698,118,1
11,85,935,7.727,.257,.894,1.67,240,836,144,1
9,83,747,9.222,.284,.849,1.91,212,634,111,1
9,12,108,1.333,.454,1.00,1.69,49,108,29,1
11,102,1122,9.273,.223,.768,1.53,250,862,163,1
12,12,144,1.000,.306,.979,1.69,44,141,26,1
9,84,756,9.333,.222,.937,1.81,168,708,93,1
9,54,486,6.000,.292,.957,1.48,142,465,96,1
10,83,830,8.300,.266,.827,2.10,221,686,105,1
10,4,40,.400,.375,.400,15.00,15,16,1,1
12,11,132,.917,.371,1.00,1.63,49,132,30,1
10,34,340,3.400,.297,.885,1.71,101,301,59,1
9,76,684,8.444,.307,.882,1.84,210,603,114,1
12,44,528,3.667,.294,.742,2.31,155,392,67,1
9,32,288,3.556,.271,.594,2.23,78,171,35,1
1,10,10,10.000,1.00,1.00,10.00,10,10,1,2
1,13,13,13.000,1.00,1.00,13.00,13,13,1,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
1,44,44,44.000,.250,1.00,2.20,11,44,5,2
2,20,40,10.000,.725,.875,29.00,29,35,1,2
11,86,946,7.818,.413,.853,3.10,391,807,126,1
8,3,24,.375,.417,.417,10.00,10,10,1,1
3,113,339,37.667,.357,.378,30.25,121,128,4,2
2,48,96,24.000,.625,.677,30.00,60,65,2,2
11,65,715,5.909,.390,.877,2.61,279,627,107,1
9,37,333,4.111,.526,.898,3.18,175,299,55,1
9,21,189,2.333,.291,.762,1.57,55,144,35,1
9,85,765,9.444,.302,.812,1.82,231,621,127,1
9,32,288,3.556,.302,.781,2.07,87,225,42,1
11,101,1111,9.182,.398,.888,2.76,442,987,160,1
10,44,440,4.400,.393,.852,3.15,173,375,55,1
9,44,396,4.889,.460,.937,2.84,182,371,64,1
2,18,36,9.000,.722,.722,26.00,26,26,1,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
2,46,92,23.000,.587,.761,18.00,54,70,3,2
11,77,847,7.000,.345,.874,2.43,292,740,120,1
9,41,369,4.556,.301,.886,1.91,111,327,58,1
