6,7,42,1.167,.429,.881,3.60,18,37,5,1
6,18,108,3.000,.287,.741,4.43,31,80,7,1
5,8,40,1.600,.550,1.00,2.44,22,40,9,1
6,4,24,.667,.417,.708,2.50,10,17,4,1
5,6,30,1.200,.433,.733,13.00,13,22,1,1
5,8,40,1.600,.375,.475,15.00,15,19,1,1
6,7,42,1.167,.405,.952,4.25,17,40,4,1
4,6,24,1.500,.458,.792,5.50,11,19,2,1
4,18,72,4.500,.250,.528,2.57,18,38,7,1
6,7,42,1.167,.357,.548,7.50,15,23,2,1
5,4,20,.800,.500,.800,10.00,10,16,1,1
7,16,112,2.286,.321,.643,2.57,36,72,14,1
7,103,721,14.714,.295,.691,1.76,213,498,121,1
11,9,99,.818,.343,.626,3.40,34,62,10,1
11,8,88,.727,.409,.477,36.00,36,42,1,1
11,35,385,3.182,.382,.657,6.13,147,253,24,1
3,59,177,19.667,.475,.475,84.00,84,84,1,2
9,37,333,4.111,.532,.913,3.22,177,304,55,1
10,98,980,9.800,.379,.835,2.22,371,818,167,1
2,18,36,9.000,.667,.694,24.00,24,25,1,2
10,66,660,6.600,.273,.661,1.94,180,436,93,1
9,92,828,10.222,.286,.885,1.93,237,733,123,1
9,12,108,1.333,.444,.981,1.71,48,106,28,1
11,99,1089,9.000,.230,.601,2.14,250,654,117,1
10,12,120,1.200,.367,1.00,1.69,44,120,26,1
10,53,530,5.300,.294,.819,1.79,156,434,87,1
9,92,828,10.222,.292,.843,2.05,242,698,118,1
9,12,108,1.333,.454,1.00,1.69,49,108,29,1
12,12,144,1.000,.306,.979,1.69,44,141,26,1
12,56,672,4.667,.256,.827,2.02,172,556,85,1
9,84,756,9.333,.222,.937,1.81,168,708,93,1
9,54,486,6.000,.292,.957,1.48,142,465,96,1
9,41,369,4.556,.298,.775,1.90,110,286,58,1
10,83,830,8.300,.266,.827,2.10,221,686,105,1
12,11,132,.917,.371,1.00,1.63,49,132,30,1
12,44,528,3.667,.261,.767,2.38,138,405,58,1
9,76,684,8.444,.307,.882,1.84,210,603,114,1
12,14,168,1.167,.357,.958,2.31,60,161,26,1
12,7,84,.583,.214,.583,3.60,18,49,5,1
10,63,630,6.300,.233,.705,1.69,147,444,87,1
1,10,10,10.000,1.00,1.00,10.00,10,10,1,2
1,13,13,13.000,1.00,1.00,13.00,13,13,1,2
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
1,44,44,44.000,.250,1.00,2.20,11,44,5,2
2,20,40,10.000,.725,.875,29.00,29,35,1,2
2,20,40,10.000,.775,.850,31.00,31,34,1,2
13,10,130,.769,.300,.808,6.50,39,105,6,1
8,3,24,.375,.417,.417,10.00,10,10,1,1
3,113,339,37.667,.357,.378,30.25,121,128,4,2
98,3,294,.031,.480,.486,141.00,141,143,1,4
8,8,64,1.000,.234,.328,5.00,15,21,3,1
10,100,1000,10.000,.436,.910,2.53,436,910,172,1
9,32,288,3.556,.302,.781,2.07,87,225,42,1
11,119,1309,10.818,.261,.798,1.88,341,1045,181,1
9,13,117,1.444,.239,.462,4.67,28,54,6,1
9,75,675,8.333,.256,.606,2.19,173,409,79,1
9,40,360,4.444,.356,.967,2.29,128,348,56,1
8,48,384,6.000,.302,.914,1.76,116,351,66,1
