HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 2  expected - 2
MISS -->  calculated - 2  expected - 1
MISS -->  calculated - 2  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 2  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 2  expected - 2
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 2  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 1  expected - 2
MISS -->  calculated - 1  expected - 2
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
MISS -->  calculated - 2  expected - 1
HIT -->  calculated - 1  expected - 1
HIT -->  calculated - 2  expected - 2
